ActualPower;Max Capacity;Location 1;Location 3;Location 5;Location 7
2.891648720010668;45.0;2.6;6.005;5.932;5.656000000000001
3.1179056575116673;45.0;2.3;6.129;6.059;5.721
3.107676071775975;45.0;3.8;6.19;6.165;5.724
2.9898147997899533;45.0;4.1;6.102;6.108;5.585
2.823103588730936;45.0;4.5;6.004;5.968999999999999;5.3839999999999995
2.643333886382519;45.0;4.7;6.068;5.928999999999999;5.2829999999999995
2.4340518557363513;45.0;6.8;6.4110000000000005;6.147;5.422000000000001
2.2406033006381643;45.0;7.4;6.966;6.681;5.895
2.2905125117597764;45.0;7.5;7.544;7.382999999999999;6.632999999999999
2.2677865874513503;45.0;7.4;7.895;7.9;7.2860000000000005
2.128945736582925;45.0;6.6;8.012;8.09;7.622000000000001
2.3028850480030436;45.0;8.4;8.064;8.148;7.766
2.3350522831315472;45.0;8.8;8.12;8.219;7.881
2.2993799620450974;45.0;11.0;8.122;8.274;7.99
2.0672424342228384;45.0;11.0;8.048;8.257;8.071
2.0388799299237133;45.0;11.7;7.93;8.171;8.1
1.890246415942709;45.0;12.3;7.827000000000001;8.068;8.083
1.8860084801311625;45.0;11.5;7.769;7.997999999999999;8.056000000000001
1.7288196694541809;45.0;10.9;7.722;7.947;8.016
1.6229462624588926;45.0;10.4;7.649;7.871;7.928999999999999
1.4226262903672808;45.0;9.5;7.551;7.767;7.796
1.2143190963800803;45.0;9.3;7.419;7.615;7.603
0.824613943302251;43.5;8.2;7.3;7.4670000000000005;7.4110000000000005
0.13714983814723367;45.0;8.2;7.188;7.331;7.235
-1.639897119918809;45.0;8.1;7.042999999999999;7.17;7.041
-1.4312917270506265;45.0;7.1;6.882999999999999;6.999;6.848
1.085189268335969;45.0;8.0;6.7139999999999995;6.829;6.671
1.541373181519971;45.0;7.1;6.531000000000001;6.647;6.486000000000001
1.7519785992162105;45.0;7.4;6.346;6.455;6.284
1.8633046363911507;45.0;6.8;5.995;6.0889999999999995;5.942
1.8864634046973525;45.0;6.9;5.632000000000001;5.729;5.593
1.6020103966053039;45.0;5.7;5.4110000000000005;5.492000000000001;5.347
1.4576843572065636;45.0;5.1;5.112;5.181;5.042
0.8767179567543318;45.0;5.5;4.72;4.78;4.668
0.9566646260124284;45.0;6.0;4.262;4.319;4.285
1.1521530555961395;45.0;5.7;3.758;3.84;3.963
1.193012964089594;45.0;5.3;3.248;3.4019999999999997;3.762
0.803793700647009;45.0;4.6;2.806;3.09;3.699
0.09257918129309317;45.0;3.9;2.483;2.938;3.735
0.5235443961737655;45.0;3.0;2.145;2.885;3.82
0.7299611536826617;45.0;2.5;2.062;2.9730000000000003;3.9560000000000004
0.4252677354043441;45.0;2.4;1.963;2.6430000000000002;2.832
0.26543646350446126;45.0;5.4;2.121;2.676;2.7739999999999996
0.6951451832226183;45.0;5.6;2.1590000000000003;2.6060000000000003;2.71
0.5782973388810034;45.0;5.9;2.198;2.555;2.713
0.16636153721522529;45.0;5.8;2.185;2.502;2.695
-0.4861330111756192;45.0;5.9;2.24;2.5810000000000004;2.7689999999999997
-0.9441759353636907;45.0;6.3;2.924;3.04;2.972
0.7001227942963707;45.0;5.1;2.685;2.47;2.636
1.0260415958332743;45.0;5.0;2.362;2.106;2.312
1.43746264769429;45.0;4.7;1.942;1.659;1.8769999999999998
1.1603343472961065;45.0;4.8;1.548;1.256;1.4809999999999999
1.1789626413217684;45.0;4.6;1.301;1.0190000000000001;1.1540000000000001
1.5617171762226885;45.0;4.2;0.9840000000000001;0.611;0.716
2.1938856760707046;45.0;4.0;0.7240000000000001;0.31;0.306
2.753151028347306;45.0;3.6;0.385;0.055999999999999994;0.11900000000000001
2.992677612824762;45.0;3.8;0.179;0.081;0.268
2.949793041612546;45.0;3.6;0.068;0.292;0.581
2.9233228580358506;45.0;1.2;0.41700000000000004;0.774;1.2670000000000001
2.9560034313249943;45.0;0.0;0.9590000000000001;1.599;2.283
3.1406547902736004;45.0;0.9;1.507;2.349;3.035
3.3561651476200476;45.0;0.0;1.9409999999999998;2.827;3.471
3.439103128061387;45.0;0.2;2.168;3.052;3.677
3.446202614228616;45.0;1.9;2.219;3.133;3.8
